Economie,Jaar,CO2,N2O,CH4,Broeikasgas-equivalent,NOx,SO2,NH3,Zuur-equivalent,CFK12-equivalent,CO,NMVOS,PM10
Verhuur en handel van onroerend goed,2015,299,0.0,0.1,301,0.4,0.0,0.0,0.0,0.0,0.4,0.1,0.0
Verhuur en handel van onroerend goed,2016,294,0.0,0.1,296,0.4,0.0,0.0,0.0,0.0,0.4,0.1,0.0
Verhuur en handel van onroerend goed,2017,339,0.0,0.1,342,0.4,0.0,0.0,0.0,0.0,0.3,0.1,0.0
Verhuur en handel van onroerend goed,2018,332,0.0,0.1,334,0.4,0.0,0.0,0.0,0.0,0.3,0.1,0.0
Verhuur en handel van onroerend goed,2019,320,0.0,0.1,322,0.3,0.0,0.0,0.0,0.0,0.3,0.1,0.0
Zakelijke dienstverlening,1990,1948,0.0,0.5,1964,14.3,0.8,0.1,0.3,310.0,36.2,9.4,1.0
Zakelijke dienstverlening,1991,2060,0.0,0.5,2078,14.1,0.8,0.2,0.3,250.5,32.0,8.6,0.9
Zakelijke dienstverlening,1992,2064,0.0,0.5,2084,14.1,0.9,0.2,0.3,191.0,30.3,8.0,0.9
Zakelijke dienstverlening,1993,2143,0.0,0.5,2165,13.3,0.9,0.2,0.3,131.5,28.0,7.5,0.8
Zakelijke dienstverlening,1994,2115,0.0,0.5,2140,12.9,0.9,0.2,0.3,72.0,26.1,7.0,0.8
Zakelijke dienstverlening,1995,2158,0.0,0.6,2185,11.5,0.8,0.2,0.3,12.5,24.7,5.8,0.7
Zakelijke dienstverlening,1996,2278,0.0,0.7,2307,10.8,0.7,0.2,0.3,11.3,23.0,5.3,0.7
Zakelijke dienstverlening,1997,2228,0.0,0.7,2259,10.1,0.4,0.3,0.2,7.8,21.7,5.0,0.6
Zakelijke dienstverlening,1998,2241,0.0,0.6,2271,9.7,0.4,0.3,0.2,3.9,20.0,4.6,0.6
Zakelijke dienstverlening,1999,2294,0.0,0.6,2324,9.7,0.4,0.3,0.2,2.0,19.3,4.3,0.6
Zakelijke dienstverlening,2000,2297,0.1,0.6,2328,9.3,0.2,0.3,0.2,1.0,18.4,3.9,0.6
Zakelijke dienstverlening,2001,2834,0.1,0.6,2870,10.5,0.1,0.5,0.3,0.4,26.3,4.4,0.7
Zakelijke dienstverlening,2002,2869,0.1,0.6,2904,10.2,0.1,0.5,0.3,0.0,27.0,4.1,0.7
Zakelijke dienstverlening,2003,2944,0.1,0.6,2980,9.8,0.1,0.5,0.2,0.0,27.3,3.9,0.6
Zakelijke dienstverlening,2004,3117,0.1,0.6,3152,9.8,0.1,0.6,0.2,0.0,28.2,3.8,0.6
Zakelijke dienstverlening,2005,3246,0.1,0.6,3283,9.8,0.0,0.6,0.2,0.0,31.0,3.9,0.6
Zakelijke dienstverlening,2006,3424,0.1,0.6,3463,9.9,0.0,0.7,0.3,0.0,33.4,4.0,0.6
Zakelijke dienstverlening,2007,3413,0.1,0.6,3452,9.6,0.0,0.7,0.2,0.0,33.6,4.1,0.6
Zakelijke dienstverlening,2008,3615,0.1,0.7,3656,9.6,0.0,0.7,0.2,0.0,35.3,4.1,0.6
Zakelijke dienstverlening,2009,3496,0.1,0.6,3533,8.9,0.0,0.6,0.2,0.0,32.8,3.8,0.6
Zakelijke dienstverlening,2010,3229,0.1,0.5,3260,8.2,0.0,0.6,0.2,0.0,29.5,3.6,0.5
Zakelijke dienstverlening,2011,3107,0.1,0.4,3137,7.8,0.0,0.6,0.2,0.0,29.3,3.7,0.5
Zakelijke dienstverlening,2012,3214,0.1,0.4,3244,7.6,0.0,0.6,0.2,0.0,29.5,3.6,0.5
Zakelijke dienstverlening,2013,3234,0.1,0.4,3264,7.6,0.0,0.6,0.2,0.0,28.4,3.4,0.4
Zakelijke dienstverlening,2014,2981,0.1,0.4,3008,7.1,0.0,0.5,0.2,0.0,25.7,3.3,0.4
Zakelijke dienstverlening,2015,3052,0.1,0.3,3077,7.2,0.0,0.5,0.2,0.0,25.5,3.4,0.4
Zakelijke dienstverlening,2016,2943,0.1,0.3,2968,6.8,0.0,0.5,0.2,0.0,25.0,3.4,0.3
Zakelijke dienstverlening,2017,3127,0.1,0.3,3153,6.7,0.0,0.5,0.2,0.0,26.2,3.6,0.3
Zakelijke dienstverlening,2018,3257,0.1,0.3,3285,6.7,0.0,0.6,0.2,0.0,27.2,3.6,0.3
Zakelijke dienstverlening,2019,3263,0.1,0.3,3290,6.6,0.0,0.6,0.2,0.0,27.3,3.6,0.3
Specialistische zakelijke diensten,1990,712,0.0,0.1,716,3.5,0.2,0.1,0.1,188.7,5.7,2.5,0.3
Specialistische zakelijke diensten,1991,777,0.0,0.2,782,3.5,0.2,0.1,0.1,152.5,5.2,2.4,0.3
Specialistische zakelijke diensten,1992,753,0.0,0.2,759,3.8,0.3,0.1,0.1,116.3,5.0,2.4,0.3
Specialistische zakelijke diensten,1993,799,0.0,0.2,806,3.6,0.3,0.1,0.1,80.0,4.7,2.3,0.2
Specialistische zakelijke diensten,1994,766,0.0,0.2,774,3.7,0.3,0.1,0.1,43.8,4.3,2.2,0.2
Specialistische zakelijke diensten,1995,786,0.0,0.3,795,3.1,0.3,0.1,0.1,7.6,4.0,1.7,0.2
Specialistische zakelijke diensten,1996,865,0.0,0.3,876,3.0,0.3,0.1,0.1,6.6,3.6,1.6,0.2
Specialistische zakelijke diensten,1997,806,0.0,0.4,818,2.8,0.2,0.1,0.1,4.5,3.4,1.6,0.2
Specialistische zakelijke diensten,1998,804,0.0,0.3,815,2.7,0.2,0.1,0.1,2.2,3.1,1.5,0.2
Specialistische zakelijke diensten,1999,802,0.0,0.3,813,2.7,0.1,0.1,0.1,1.1,2.9,1.5,0.2
Specialistische zakelijke diensten,2000,801,0.0,0.3,812,2.7,0.1,0.1,0.1,0.6,2.7,1.4,0.2
Specialistische zakelijke diensten,2001,876,0.0,0.3,887,2.8,0.1,0.1,0.1,0.3,3.2,1.5,0.2
Specialistische zakelijke diensten,2002,856,0.0,0.3,867,2.7,0.0,0.1,0.1,0.0,3.1,1.4,0.2
Specialistische zakelijke diensten,2003,883,0.0,0.3,894,2.7,0.1,0.1,0.1,0.0,3.0,1.4,0.2
Specialistische zakelijke diensten,2004,930,0.0,0.3,940,2.6,0.0,0.1,0.1,0.0,2.9,1.4,0.2
Specialistische zakelijke diensten,2005,893,0.0,0.3,903,2.5,0.0,0.1,0.1,0.0,3.1,1.3,0.1
Specialistische zakelijke diensten,2006,898,0.0,0.3,908,2.5,0.0,0.1,0.1,0.0,3.1,1.4,0.1
Specialistische zakelijke diensten,2007,858,0.0,0.3,869,2.3,0.0,0.1,0.1,0.0,3.0,1.4,0.1
Specialistische zakelijke diensten,2008,920,0.0,0.3,932,2.4,0.0,0.1,0.1,0.0,3.3,1.4,0.1
Specialistische zakelijke diensten,2009,906,0.0,0.3,916,2.2,0.0,0.1,0.1,0.0,2.9,1.3,0.1
Specialistische zakelijke diensten,2010,824,0.0,0.2,833,2.0,0.0,0.1,0.1,0.0,2.7,1.3,0.1
Specialistische zakelijke diensten,2011,705,0.0,0.2,712,1.8,0.0,0.1,0.0,0.0,2.6,1.3,0.1
Specialistische zakelijke diensten,2012,722,0.0,0.2,729,1.8,0.0,0.1,0.0,0.0,2.4,1.3,0.1
Specialistische zakelijke diensten,2013,776,0.0,0.2,784,1.9,0.0,0.1,0.0,0.0,3.2,1.2,0.1
Specialistische zakelijke diensten,2014,690,0.0,0.2,697,1.8,0.0,0.1,0.0,0.0,3.0,1.2,0.1
Specialistische zakelijke diensten,2015,698,0.0,0.1,703,1.7,0.0,0.1,0.0,0.0,2.6,1.2,0.1
Specialistische zakelijke diensten,2016,706,0.0,0.1,711,1.7,0.0,0.1,0.0,0.0,2.6,1.3,0.1
Specialistische zakelijke diensten,2017,766,0.0,0.1,772,1.6,0.0,0.1,0.0,0.0,2.9,1.3,0.1
Specialistische zakelijke diensten,2018,739,0.0,0.1,745,1.5,0.0,0.1,0.0,0.0,2.7,1.3,0.1
Specialistische zakelijke diensten,2019,730,0.0,0.1,736,1.5,0.0,0.1,0.0,0.0,2.7,1.3,0.1
Verhuur en overige zakelijke diensten,1990,1236,0.0,0.3,1248,10.8,0.6,0.1,0.3,121.3,30.5,6.9,0.7
Verhuur en overige zakelijke diensten,1991,1283,0.0,0.3,1296,10.6,0.6,0.1,0.3,98.0,26.8,6.1,0.7
Verhuur en overige zakelijke diensten,1992,1311,0.0,0.3,1325,10.3,0.6,0.1,0.2,74.7,25.3,5.7,0.6
Verhuur en overige zakelijke diensten,1993,1344,0.0,0.3,1359,9.7,0.6,0.1,0.2,51.5,23.3,5.2,0.6
Verhuur en overige zakelijke diensten,1994,1349,0.0,0.3,1365,9.2,0.6,0.1,0.2,28.2,21.7,4.7,0.6
Verhuur en overige zakelijke diensten,1995,1372,0.0,0.3,1390,8.4,0.5,0.1,0.2,4.9,20.8,4.1,0.5
Verhuur en overige zakelijke diensten,1996,1412,0.0,0.3,1431,7.8,0.4,0.2,0.2,4.6,19.4,3.7,0.5
Verhuur en overige zakelijke diensten,1997,1422,0.0,0.3,1441,7.4,0.2,0.2,0.2,3.3,18.4,3.4,0.5
Verhuur en overige zakelijke diensten,1998,1438,0.0,0.3,1456,7.0,0.2,0.2,0.2,1.7,16.9,3.0,0.4
Verhuur en overige zakelijke diensten,1999,1492,0.0,0.3,1511,6.9,0.2,0.2,0.2,0.9,16.4,2.8,0.4
Verhuur en overige zakelijke diensten,2000,1496,0.0,0.3,1515,6.6,0.1,0.2,0.2,0.4,15.7,2.5,0.4
Verhuur en overige zakelijke diensten,2001,1958,0.1,0.3,1983,7.7,0.1,0.4,0.2,0.2,23.0,2.9,0.5
Verhuur en overige zakelijke diensten,2002,2013,0.1,0.3,2038,7.4,0.1,0.4,0.2,0.0,23.9,2.7,0.5
Verhuur en overige zakelijke diensten,2003,2061,0.1,0.3,2086,7.2,0.0,0.4,0.2,0.0,24.3,2.5,0.5
Verhuur en overige zakelijke diensten,2004,2187,0.1,0.3,2211,7.2,0.0,0.5,0.2,0.0,25.3,2.4,0.5
Verhuur en overige zakelijke diensten,2005,2353,0.1,0.3,2380,7.3,0.0,0.5,0.2,0.0,27.9,2.5,0.5
Verhuur en overige zakelijke diensten,2006,2526,0.1,0.3,2555,7.4,0.0,0.5,0.2,0.0,30.3,2.6,0.5
Verhuur en overige zakelijke diensten,2007,2555,0.1,0.3,2583,7.3,0.0,0.5,0.2,0.0,30.6,2.7,0.5
Verhuur en overige zakelijke diensten,2008,2695,0.1,0.4,2724,7.2,0.0,0.6,0.2,0.0,32.0,2.8,0.5
Verhuur en overige zakelijke diensten,2009,2590,0.1,0.3,2617,6.7,0.0,0.5,0.2,0.0,29.9,2.5,0.4
Verhuur en overige zakelijke diensten,2010,2404,0.1,0.3,2427,6.2,0.0,0.5,0.2,0.0,26.8,2.3,0.4
Verhuur en overige zakelijke diensten,2011,2402,0.1,0.3,2425,6.0,0.0,0.5,0.2,0.0,26.7,2.3,0.4
Verhuur en overige zakelijke diensten,2012,2493,0.1,0.3,2515,5.8,0.0,0.5,0.2,0.0,27.0,2.3,0.4
Verhuur en overige zakelijke diensten,2013,2458,0.1,0.3,2480,5.7,0.0,0.5,0.2,0.0,25.2,2.2,0.3
Verhuur en overige zakelijke diensten,2014,2291,0.0,0.2,2311,5.4,0.0,0.4,0.1,0.0,22.7,2.1,0.3
Verhuur en overige zakelijke diensten,2015,2354,0.0,0.2,2374,5.4,0.0,0.4,0.1,0.0,22.9,2.2,0.3
Verhuur en overige zakelijke diensten,2016,2238,0.0,0.2,2257,5.1,0.0,0.4,0.1,0.0,22.3,2.2,0.3
Verhuur en overige zakelijke diensten,2017,2361,0.1,0.2,2381,5.1,0.0,0.4,0.1,0.0,23.4,2.3,0.3
Verhuur en overige zakelijke diensten,2018,2518,0.1,0.2,2540,5.2,0.0,0.5,0.1,0.0,24.5,2.4,0.3
Verhuur en overige zakelijke diensten,2019,2533,0.1,0.2,2555,5.1,0.0,0.5,0.1,0.0,24.6,2.3,0.3
Overheid en zorg,1990,4039,0.8,8.8,4486,12.2,0.8,0.2,0.3,607.3,8.2,5.3,0.6
Overheid en zorg,1991,4368,0.8,13.5,4935,11.7,0.7,0.2,0.3,490.8,7.6,5.0,0.5
Overheid en zorg,1992,4184,0.8,13.8,4757,11.4,0.7,0.2,0.3,374.2,7.4,4.7,0.5
Overheid en zorg,1993,4393,0.7,14.3,4965,11.5,0.6,0.2,0.3,257.6,7.1,4.4,0.5
Overheid en zorg,1994,4128,0.7,9.9,4578,10.0,0.5,0.2,0.2,141.0,6.6,4.1,0.4
Overheid en zorg,1995,4087,0.6,8.3,4484,11.1,0.5,0.2,0.3,24.4,6.6,4.0,0.4
Overheid en zorg,1996,4529,0.6,8.7,4925,11.0,0.5,0.2,0.3,20.3,6.6,4.5,0.4
Overheid en zorg,1997,4109,0.5,8.8,4491,10.4,0.5,0.2,0.3,13.2,6.2,4.0,0.3
Overheid en zorg,1998,4062,0.5,8.8,4432,10.5,0.4,0.2,0.3,6.6,6.2,4.0,0.4
Overheid en zorg,1999,4038,0.5,9.3,4416,11.0,0.5,0.2,0.3,3.2,6.4,3.7,0.4
Overheid en zorg,2000,3977,0.4,8.9,4353,10.5,0.4,0.2,0.3,1.6,6.1,3.6,0.3
Overheid en zorg,2001,4095,0.4,8.9,4459,9.9,0.3,0.2,0.2,0.6,6.4,3.6,0.3
Overheid en zorg,2002,4067,0.3,9.1,4421,10.1,0.3,0.2,0.2,0.0,6.4,3.7,0.3
Overheid en zorg,2003,4323,0.3,8.8,4667,9.4,0.3,0.2,0.2,0.0,6.3,3.8,0.3
Overheid en zorg,2004,4597,0.3,9.0,4952,9.5,0.3,0.2,0.2,0.0,6.3,3.8,0.3
Overheid en zorg,2005,4225,0.2,8.7,4563,8.1,0.2,0.2,0.2,0.0,6.1,3.7,0.3
Overheid en zorg,2006,4177,0.2,8.4,4512,8.1,0.3,0.2,0.2,0.0,6.3,3.8,0.3
Overheid en zorg,2007,3857,0.2,8.8,4199,7.5,0.2,0.2,0.2,0.0,6.2,3.8,0.3
Overheid en zorg,2008,4092,0.2,8.8,4437,7.4,0.2,0.2,0.2,0.0,6.5,3.7,0.2
Overheid en zorg,2009,4170,0.2,9.2,4527,7.2,0.2,0.3,0.2,0.0,6.2,3.8,0.2
Overheid en zorg,2010,4740,0.2,9.0,5093,7.9,0.2,0.3,0.2,0.0,6.6,4.0,0.2
Overheid en zorg,2011,4056,0.2,8.7,4407,7.7,0.2,0.3,0.2,0.0,6.5,4.0,0.3
Overheid en zorg,2012,4471,0.2,8.7,4820,7.1,0.2,0.3,0.2,0.0,6.4,3.8,0.2
Overheid en zorg,2013,4328,0.2,8.4,4652,7.2,0.2,0.3,0.2,0.0,6.3,3.7,0.2
Overheid en zorg,2014,3731,0.2,8.7,4047,6.3,0.2,0.3,0.2,0.0,5.7,3.7,0.2
Overheid en zorg,2015,3876,0.2,8.0,4175,6.2,0.2,0.2,0.2,0.0,5.3,3.7,0.2
Overheid en zorg,2016,3693,0.2,8.5,3993,6.0,0.2,0.2,0.2,0.0,5.3,3.8,0.2
Overheid en zorg,2017,3704,0.1,8.6,4004,5.7,0.2,0.2,0.1,0.0,5.1,3.9,0.2
Overheid en zorg,2018,3586,0.1,8.5,3883,5.5,0.2,0.2,0.1,0.0,5.3,3.8,0.2
Overheid en zorg,2019,3498,0.1,8.6,3800,5.5,0.2,0.3,0.1,0.0,5.2,3.8,0.2
Openbaar bestuur en overheidsdiensten,1990,2259,0.1,8.4,2502,9.0,0.6,0.1,0.2,208.4,5.0,2.1,0.5
Openbaar bestuur en overheidsdiensten,1991,2366,0.1,13.1,2726,8.5,0.6,0.1,0.2,168.4,4.7,2.0,0.4
Openbaar bestuur en overheidsdiensten,1992,2321,0.1,13.3,2686,8.7,0.5,0.1,0.2,128.4,4.7,1.9,0.4
Openbaar bestuur en overheidsdiensten,1993,2391,0.1,13.7,2766,8.4,0.5,0.1,0.2,88.4,4.6,1.8,0.4
Openbaar bestuur en overheidsdiensten,1994,2257,0.1,9.2,2519,7.8,0.4,0.1,0.2,48.4,4.2,1.7,0.3
Openbaar bestuur en overheidsdiensten,1995,2261,0.1,7.4,2479,8.1,0.4,0.1,0.2,8.4,4.3,1.6,0.3
Openbaar bestuur en overheidsdiensten,1996,2432,0.1,7.6,2654,7.6,0.3,0.1,0.2,6.8,4.3,1.6,0.3
Openbaar bestuur en overheidsdiensten,1997,2261,0.1,7.6,2483,7.6,0.3,0.1,0.2,4.4,4.1,1.6,0.3
Openbaar bestuur en overheidsdiensten,1998,2265,0.1,7.7,2490,7.8,0.3,0.1,0.2,2.2,4.2,1.5,0.3
Openbaar bestuur en overheidsdiensten,1999,2324,0.1,8.1,2562,8.4,0.3,0.1,0.2,1.1,4.6,1.5,0.3
Openbaar bestuur en overheidsdiensten,2000,2265,0.1,7.7,2491,7.8,0.3,0.1,0.2,0.5,4.3,1.4,0.3
Openbaar bestuur en overheidsdiensten,2001,2247,0.1,7.8,2476,6.9,0.2,0.1,0.2,0.2,4.1,1.4,0.3
Openbaar bestuur en overheidsdiensten,2002,2217,0.1,8.1,2452,7.4,0.3,0.1,0.2,0.0,4.2,1.4,0.3
Openbaar bestuur en overheidsdiensten,2003,2266,0.1,7.6,2488,6.5,0.2,0.1,0.2,0.0,3.9,1.5,0.2
Openbaar bestuur en overheidsdiensten,2004,2351,0.1,8.0,2583,6.5,0.2,0.1,0.2,0.0,3.9,1.4,0.2
Openbaar bestuur en overheidsdiensten,2005,2147,0.1,7.6,2368,5.6,0.2,0.1,0.1,0.0,3.6,1.4,0.2
Openbaar bestuur en overheidsdiensten,2006,2093,0.1,7.4,2309,5.7,0.2,0.1,0.1,0.0,3.7,1.4,0.2
Openbaar bestuur en overheidsdiensten,2007,1978,0.1,7.7,2202,5.3,0.2,0.1,0.1,0.0,3.5,1.3,0.2
Openbaar bestuur en overheidsdiensten,2008,2029,0.1,7.6,2250,5.0,0.2,0.1,0.1,0.0,3.5,1.3,0.2
Openbaar bestuur en overheidsdiensten,2009,2031,0.1,8.1,2263,4.9,0.2,0.1,0.1,0.0,3.2,1.3,0.2
Openbaar bestuur en overheidsdiensten,2010,2055,0.1,7.9,2283,5.0,0.2,0.1,0.1,0.0,3.2,1.4,0.2
Openbaar bestuur en overheidsdiensten,2011,1841,0.1,7.6,2062,5.5,0.2,0.1,0.1,0.0,3.2,1.3,0.2
Openbaar bestuur en overheidsdiensten,2012,1917,0.1,7.6,2139,4.7,0.2,0.1,0.1,0.0,3.1,1.2,0.2
Openbaar bestuur en overheidsdiensten,2013,1677,0.1,7.3,1892,4.6,0.2,0.1,0.1,0.0,3.0,1.2,0.2
Openbaar bestuur en overheidsdiensten,2014,1561,0.1,7.6,1783,4.2,0.2,0.1,0.1,0.0,2.7,1.2,0.2
Openbaar bestuur en overheidsdiensten,2015,1607,0.1,7.5,1826,4.1,0.1,0.1,0.1,0.0,2.5,1.2,0.1
Openbaar bestuur en overheidsdiensten,2016,1550,0.1,8.0,1782,4.0,0.2,0.1,0.1,0.0,2.6,1.2,0.1
Openbaar bestuur en overheidsdiensten,2017,1589,0.1,8.1,1824,3.9,0.1,0.1,0.1,0.0,2.6,1.2,0.1
Openbaar bestuur en overheidsdiensten,2018,1501,0.1,8.0,1733,3.8,0.1,0.1,0.1,0.0,2.6,1.2,0.1
Openbaar bestuur en overheidsdiensten,2019,1495,0.1,8.2,1731,3.9,0.1,0.1,0.1,0.0,2.6,1.2,0.1
Onderwijs,1990,633,0.0,0.1,636,1.2,0.1,0.0,0.0,161.5,1.1,1.2,0.0
Onderwijs,1991,711,0.0,0.2,715,1.3,0.1,0.0,0.0,130.5,1.0,1.2,0.0
Onderwijs,1992,662,0.0,0.2,667,1.2,0.1,0.0,0.0,99.5,0.9,1.1,0.0
Onderwijs,1993,711,0.0,0.2,717,1.5,0.0,0.0,0.0,68.5,0.9,1.0,0.0
Onderwijs,1994,664,0.0,0.3,671,1.1,0.0,0.0,0.0,37.5,0.8,0.9,0.0
Onderwijs,1995,687,0.0,0.3,695,1.2,0.1,0.0,0.0,6.5,0.8,0.9,0.0
Onderwijs,1996,787,0.0,0.4,798,1.6,0.0,0.1,0.0,5.4,0.8,1.1,0.0
Onderwijs,1997,694,0.0,0.4,706,1.2,0.0,0.1,0.0,3.5,0.7,0.9,0.0
Onderwijs,1998,675,0.0,0.4,686,1.1,0.0,0.1,0.0,1.8,0.7,1.0,0.0
Onderwijs,1999,644,0.0,0.4,656,1.1,0.0,0.1,0.0,0.9,0.6,0.9,0.0
Onderwijs,2000,643,0.0,0.4,654,1.1,0.0,0.0,0.0,0.4,0.6,0.8,0.0
Onderwijs,2001,690,0.0,0.4,700,1.1,0.0,0.1,0.0,0.2,0.8,0.8,0.0
Onderwijs,2002,677,0.0,0.4,687,1.1,0.0,0.1,0.0,0.0,0.7,0.8,0.0
Onderwijs,2003,742,0.0,0.4,753,1.1,0.0,0.1,0.0,0.0,0.7,0.9,0.0
Onderwijs,2004,800,0.0,0.4,810,1.1,0.0,0.1,0.0,0.0,0.7,0.9,0.0
Onderwijs,2005,727,0.0,0.4,737,0.9,0.0,0.1,0.0,0.0,0.7,0.8,0.0
Onderwijs,2006,719,0.0,0.4,729,0.9,0.0,0.1,0.0,0.0,0.7,0.8,0.0
Onderwijs,2007,647,0.0,0.4,657,0.8,0.0,0.1,0.0,0.0,0.7,0.9,0.0
Onderwijs,2008,714,0.0,0.4,725,0.9,0.0,0.1,0.0,0.0,0.8,0.9,0.0
Onderwijs,2009,733,0.0,0.4,743,0.8,0.0,0.1,0.0,0.0,0.8,0.9,0.0
Onderwijs,2010,870,0.0,0.4,880,1.0,0.0,0.1,0.0,0.0,0.9,0.9,0.0
Onderwijs,2011,680,0.0,0.3,689,0.7,0.0,0.1,0.0,0.0,0.8,0.9,0.0
Onderwijs,2012,744,0.0,0.3,753,0.8,0.0,0.1,0.0,0.0,0.8,0.8,0.0
Onderwijs,2013,765,0.0,0.3,774,0.8,0.0,0.1,0.0,0.0,0.8,0.8,0.0
Onderwijs,2014,600,0.0,0.3,608,0.6,0.0,0.1,0.0,0.0,0.7,0.8,0.0
Onderwijs,2015,614,0.0,0.1,618,0.6,0.0,0.1,0.0,0.0,0.7,0.8,0.0
Onderwijs,2016,634,0.0,0.1,638,0.6,0.0,0.1,0.0,0.0,0.7,0.9,0.0
Onderwijs,2017,597,0.0,0.1,601,0.6,0.0,0.1,0.0,0.0,0.7,0.9,0.0
Onderwijs,2018,592,0.0,0.1,596,0.5,0.0,0.1,0.0,0.0,0.7,0.9,0.0
Onderwijs,2019,570,0.0,0.1,574,0.5,0.0,0.1,0.0,0.0,0.7,0.8,0.0
Gezondheids- en welzijnszorg,1990,1147,0.7,0.2,1348,2.0,0.1,0.1,0.0,237.4,2.1,1.9,0.1
Gezondheids- en welzijnszorg,1991,1291,0.7,0.3,1493,1.9,0.1,0.1,0.0,191.8,1.9,1.8,0.1
Gezondheids- en welzijnszorg,1992,1201,0.7,0.3,1404,1.5,0.1,0.1,0.0,146.2,1.8,1.7,0.0
Gezondheids- en welzijnszorg,1993,1292,0.6,0.4,1482,1.6,0.1,0.1,0.0,100.7,1.6,1.6,0.0
Gezondheids- en welzijnszorg,1994,1207,0.6,0.5,1387,1.1,0.1,0.1,0.0,55.1,1.5,1.5,0.0
Gezondheids- en welzijnszorg,1995,1140,0.5,0.5,1309,1.8,0.1,0.1,0.0,9.5,1.5,1.4,0.0
Gezondheids- en welzijnszorg,1996,1310,0.5,0.7,1473,1.8,0.1,0.1,0.0,8.1,1.5,1.8,0.0
Gezondheids- en welzijnszorg,1997,1154,0.4,0.7,1302,1.6,0.2,0.1,0.0,5.2,1.3,1.5,0.0
Gezondheids- en welzijnszorg,1998,1122,0.4,0.7,1256,1.6,0.1,0.1,0.0,2.6,1.2,1.4,0.0
Gezondheids- en welzijnszorg,1999,1070,0.4,0.7,1198,1.4,0.2,0.1,0.0,1.3,1.1,1.2,0.0
Gezondheids- en welzijnszorg,2000,1069,0.3,0.7,1208,1.6,0.0,0.1,0.0,0.6,1.1,1.3,0.0
Gezondheids- en welzijnszorg,2001,1158,0.3,0.7,1282,1.8,0.0,0.1,0.0,0.3,1.5,1.3,0.0
Gezondheids- en welzijnszorg,2002,1173,0.2,0.7,1282,1.7,0.0,0.1,0.0,0.0,1.5,1.4,0.0
Gezondheids- en welzijnszorg,2003,1316,0.2,0.7,1426,1.8,0.0,0.1,0.0,0.0,1.6,1.5,0.0
Gezondheids- en welzijnszorg,2004,1446,0.2,0.7,1559,1.9,0.0,0.1,0.0,0.0,1.7,1.5,0.0
Gezondheids- en welzijnszorg,2005,1350,0.1,0.7,1458,1.6,0.0,0.1,0.0,0.0,1.8,1.6,0.0
Gezondheids- en welzijnszorg,2006,1365,0.1,0.7,1474,1.6,0.0,0.1,0.0,0.0,1.9,1.6,0.0
Gezondheids- en welzijnszorg,2007,1232,0.1,0.7,1340,1.4,0.0,0.1,0.0,0.0,1.9,1.6,0.0
Gezondheids- en welzijnszorg,2008,1350,0.1,0.8,1462,1.5,0.0,0.1,0.0,0.0,2.2,1.6,0.0
Gezondheids- en welzijnszorg,2009,1405,0.1,0.7,1520,1.5,0.0,0.1,0.0,0.0,2.2,1.6,0.0
Gezondheids- en welzijnszorg,2010,1815,0.1,0.7,1930,2.0,0.0,0.1,0.1,0.0,2.5,1.7,0.0
Gezondheids- en welzijnszorg,2011,1535,0.1,0.7,1656,1.5,0.0,0.1,0.0,0.0,2.5,1.7,0.0
Gezondheids- en welzijnszorg,2012,1810,0.1,0.8,1929,1.7,0.0,0.1,0.0,0.0,2.5,1.7,0.0
Gezondheids- en welzijnszorg,2013,1886,0.1,0.8,1987,1.8,0.0,0.1,0.0,0.0,2.5,1.7,0.0
Gezondheids- en welzijnszorg,2014,1570,0.1,0.8,1656,1.5,0.0,0.1,0.0,0.0,2.3,1.7,0.0
Gezondheids- en welzijnszorg,2015,1654,0.1,0.3,1731,1.5,0.0,0.1,0.0,0.0,2.1,1.7,0.0
Gezondheids- en welzijnszorg,2016,1510,0.0,0.3,1574,1.3,0.0,0.1,0.0,0.0,2.0,1.7,0.0
Gezondheids- en welzijnszorg,2017,1517,0.0,0.3,1579,1.2,0.0,0.1,0.0,0.0,1.9,1.8,0.0
Gezondheids- en welzijnszorg,2018,1492,0.0,0.3,1554,1.2,0.0,0.1,0.0,0.0,2.0,1.7,0.0
Gezondheids- en welzijnszorg,2019,1434,0.0,0.3,1495,1.1,0.0,0.1,0.0,0.0,2.0,1.8,0.0
"Cultuur, recreatie, overige diensten",1990,998,0.0,0.2,1004,2.9,0.2,0.0,0.1,61.9,2.8,2.2,0.2
"Cultuur, recreatie, overige diensten",1991,1116,0.0,0.2,1123,3.0,0.2,0.0,0.1,50.0,2.6,2.0,0.2
"Cultuur, recreatie, overige diensten",1992,1051,0.0,0.3,1059,2.8,0.2,0.0,0.1,38.1,2.5,1.8,0.2
"Cultuur, recreatie, overige diensten",1993,1126,0.0,0.3,1136,3.1,0.2,0.0,0.1,26.2,2.4,1.6,0.2
"Cultuur, recreatie, overige diensten",1994,1059,0.0,0.4,1071,2.5,0.2,0.0,0.1,14.4,2.2,1.4,0.1
"Cultuur, recreatie, overige diensten",1995,1094,0.0,0.5,1108,2.7,0.2,0.0,0.1,2.5,2.0,1.8,0.1
"Cultuur, recreatie, overige diensten",1996,1242,0.0,0.6,1259,2.9,0.1,0.0,0.1,2.1,2.0,1.8,0.1
"Cultuur, recreatie, overige diensten",1997,1111,0.0,0.7,1129,2.4,0.1,0.0,0.1,1.4,1.8,1.7,0.1
